"Source","Start_Time","Start_Lat","Start_Lng","Description","Street","City","County","State","Humidity...","Pressure.in.","Wind_Direction","Wind_Speed.mph.","Precipitation.in.","Weather_Condition","Amenity","Crossing","Junction","Railway","Station","Stop","Traffic_Signal","Visibility_Category","Severity_Category","is_day_light","Distance.km.","Temperature.C.","Wind_Chill.C.","duration","Start_Date","idx_original","Start_Time_Cat","hospital_nearby","traffic_light_nearby","traffic_sign_nearby","police_nearby","commercial_area_nearby","school_zone_nearby"
"Source2","17:29:25",42.436584,-71.021271,"Accident on US-1 Bennett Hwy Southbound at Salem St.","Lynn St","Revere","Suffolk","MA",72,30.06,"SSW",9.2,0,"Light Rain","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,16.111,-11.111,29.85,"2018-05-22",762,"Tarde","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","08:08:54",43.069866,-76.030685,"Accident on Erkenbeck Rd both ways at County Hwy-136 Fremont Rd.","Fremont Rd","East Syracuse","Onondaga","NY",100,30.14,"ENE",4.6,0.06,"Overcast","False","False","False","False","False","True","False","Molt_Poca_Visibilitat","Poc impacte",1,0,1.111,-1.222,44.7333333333333,"2018-01-22",763,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","06:53:07",41.045704,-73.769485,"Accident on I-287 Cross Westchester Expy Eastbound before Exit 6 NY-22 Broadway.","Cross Westchester Expy E","White Plains","Westchester","NY",46,30.08,"WNW",15,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0.016,0.611,-5,29.7833333333333,"2017-02-06",764,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","10:59:49",42.732628,-73.69812,"Right lane blocked due to accident on I-787 Northbound at Exit 8 23rd St.","I-787 N","Watervliet","Albany","NY",52,30.58,"South",3.5,0,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,-8.278,-11.278,28.85,"2018-11-23",765,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","16:10:14",40.665909,-73.757927,"Accident on Southern State Pkwy Eastbound around Exits 21B 22 Laurelton Pkwy.","Springfield Blvd","Springfield Gardens","Queens","NY",70,29.78,"South",6.9,0.04,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.016,18.889,0.056,44.85,"2017-05-24",766,"Tarde","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","06:55:18",40.725784,-73.837631,"Accident on Grand Central Pkwy Eastbound at Jewel Avenue.","Grand Central Pkwy W","Flushing","Queens","NY",64,30.02,"NNE",8.1,0,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0,0.611,-3.278,29.7333333333333,"2018-03-12",767,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source1","09:42:41",40.69551,-73.51954,"At Southern Pky/Exit W4 - Accident. Right lane blocked.","Wantagh Pkwy N","Wantagh","Nassau","NY",64,30.52,"Calm",0,0.01,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.57,0,2.556,360,"2018-01-10",768,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","14:54:13",42.932564,-78.76619,"Accident on I-90 NYS Thruway Westbound at Exits 51E 51W NY-33 Kensington Expy.","I-90 E","Buffalo","Erie","NY",97,29.69,"NNW",9.2,0.05,"Light Rain","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,6.111,3.167,29.4833333333333,"2017-10-29",769,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","12:49:53",39.86014,-74.22127,"At CR-614/Exit 74 - Accident. Right lane blocked.","Garden State Pkwy N","Forked River","Ocean","NJ",42,30.16,"West",11.5,0.02,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.719,6.111,2.667,29.2666666666667,"2018-12-19",770,"Tarde","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","14:05:06",42.70163,-73.834747,"Right lane closed due to accident on I-87 Southbound at Exits 1E 1W I-90.","I-87 S","Albany","Albany","NY",18,29.92,"WSW",20.7,0.01,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,31.111,-6,59.0333333333333,"2018-05-02",771,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","06:15:14",40.932556,-73.878914,"Right lane blocked due to accident on Cross County Pkwy Westbound near Exit 2 Saw Mill River Pkwy.","Saw Mill River Pkwy N","Yonkers","Westchester","NY",60,30.06,"NW",10.4,0.01,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,18.889,-1.167,29.35,"2018-05-24",772,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","16:40:09",42.742554,-73.697472,"Left hand shoulder blocked due to accident on NY-7 Eastbound from NY-787.","NY-787 N","Watervliet","Albany","NY",43,30.03,"West",11.5,0,"Mostly Cloudy","False","False","True","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,23.889,-6.944,86.1333333333333,"2017-08-06",773,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","19:46:25",40.724022,-74.089957,"At Communipaw Ave/Lincoln Hwy - Accident. Right lane blocked.","Communipaw Ave","Jersey City","Hudson","NJ",63,29.94,"Calm",4.6,0.03,"","False","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",0,0.002,13,5.5,360,"2018-04-12",774,"Noche","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"Source2","22:43:30",40.789719,-73.809998,"Restrictions due to accident and fallen power cables on 14th Ave both ways between 147th St and 152nd St.","152nd St","Whitestone","Queens","NY",39,29.86,"ENE",4.6,0.01,"Scattered Clouds","False","True","False","False","False","True","False","Bona_Visibilitat","Poc impacte",0,1.609,26.111,2.833,58.9,"2018-06-19",775,"Noche","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","05:16:29",43.045338,-77.46328,"Accident on I-490 Eastbound at Exit 28 NY-96 Pittsford Victor Rd.","I-490 E","Pittsford","Monroe","NY",88,29.61,"WNW",17.3,0.01,"Light Snow","False","False","True","False","False","False","False","Molt_Poca_Visibilitat","Impacte considerable",0,0,-9.389,-18.389,57.1,"2017-12-13",776,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","09:08:28",40.66609,-73.99407,"Ramp to Prospect Expy - Accident. Left lane blocked."," Prospect Ave","Brooklyn","Kings","NY",86,30.04,"Calm",6.9,0,"","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.407,10,0.222,360,"2018-02-16",777,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","08:17:12",40.697475,-75.176735,"Accident on US-22 Memorial Pkwy at Roseberry St.","Memorial Pkwy","Phillipsburg","Warren","NJ",78,29.75,"South",13.8,0,"Overcast","False","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,21.722,0.056,29.7166666666667,"2017-10-24",778,"Mañana","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE"
"Source2","17:35:11",43.193913,-77.658653,"Accident on Ridgeway Ave near Pittsford St.","Pittsford St","Rochester","Monroe","NY",96,29.79,"West",6.9,0.01,"Light Rain","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Poc impacte",1,0,15,-7,29.8166666666667,"2018-10-31",779,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","05:18:25",42.254967,-71.039291,"Right lane blocked due to accident on Expressway Northbound at Willard St.","US-1 S","Milton","Norfolk","MA",100,30.07,"Calm",4.6,0.01,"","False","True","False","False","False","False","False","","Impacte considerable",0,0,9.389,-8.778,29.8,"2018-05-10",780,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","11:21:02",43.178387,-77.753563,"Accident on NY-261 Manitou Rd at NY-31 Spencerport Rd.","Spencerport Rd","Rochester","Monroe","NY",100,29.63,"East",4.6,0.01,"Fog","False","False","False","False","False","False","True","Molt_Poca_Visibilitat","Poc impacte",1,0,8.889,-17.667,29.75,"2018-11-02",781,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","14:25:16",42.633045,-73.781815,"Accident on I-87 Northbound at Exit 23 US-9W Southern Blvd.","I-87 S","Albany","Albany","NY",59,30.1,"WNW",18.4,0.02,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,2.222,-3.556,44.7833333333333,"2018-03-04",782,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","08:45:00",41.028576,-74.251839,"Right hand shoulder closed due to accident on I-287 Northbound after Exit 57 County Hwy-4 Skyline Dr.","I-287 S","Oakland","Bergen","NJ",52,30.19,"Variable",4.6,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0.016,1.722,-0.556,44.65,"2017-03-20",783,"Mañana","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","14:45:03",41.311024,-74.122162,"Accident on I-87 Southbound between Exit 17 and Exit 16.","I-87 S","Central Valley","Orange","NY",61,30.03,"ENE",9.2,0,"Mostly Cloudy","False","False","False","False","False","False","False","Exelent_Visibilitat","Impacte considerable",1,38.592,25,-5.222,44.55,"2018-08-19",784,"Tarde","FALSE","FALSE","FALSE","TRUE","FALSE","FALSE"
"Source2","07:32:32",41.147137,-73.986969,"Right hand shoulder blocked due to accident on NY-304 Southbound before County Hwy-80 Congers Rd.","Congers Rd","New City","Rockland","NY",46,30.15,"NNW",17.3,0.04,"Clear","False","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0.016,0.611,-5.444,44.7166666666667,"2017-03-20",785,"Mañana","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source1","10:01:40",39.93515,-74.96556,"At RT-73/Exit 36 - Accident. Left lane blocked. Hard shoulder blocked.","I-295 S","Mount Laurel","Burlington","NJ",66,29.91,"WSW",9.2,0.01,"Clear","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.377,25,6.056,360,"2018-05-15",786,"Mañana","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"Source1","19:43:06",40.62498,-74.01917,"At 86th St/Exit 19 - Accident. Right lane blocked.","Gowanus Expy W","Brooklyn","Kings","NY",76,29.98,"Calm",0,9.99,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0.291,11,-6.444,360,"2017-11-30",787,"Noche","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","07:42:44",43.071461,-73.75177,"Accident on I-87 Adirondack Northway Northbound at Exit 14 NY-9P Union Ave.","Adirondack Northway S","Saratoga Springs","Saratoga","NY",59,29.72,"Calm",20.7,0,"","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Impacte considerable",1,0,18.889,-2.833,29.7166666666667,"2018-01-13",788,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","18:09:35",40.779373,-74.056793,"1 left lane blocked due to accident on New Jersey Turnpike Northbound at Exits 16E 17 18E NJ-495.","New Jersey Tpke N","Secaucus","Hudson","NJ",50,29.9,"SE",10.4,0.01,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,20,4.167,29.35,"2017-06-08",789,"Noche","TRUE","TRUE","TRUE","FALSE","TRUE","FALSE"
"Source2","18:09:53",42.182911,-71.444794,"Accident on MA-126 Washington St from Claybrook Farm Rd to MA-16 Washington St.","Washington St","Holliston","Middlesex","MA",58,29.91,"Calm",0,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,5.504,4.389,-12.167,74.5833333333333,"2017-12-06",790,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","04:03:48",40.767563,-74.021515,"One lane blocked due to accident on NJ-495 Lincoln Tunl Westbound near Marginal Hwy.","Lincoln Tunl W","Weehawken","Hudson","NJ",70,30.13,"Calm",0,0.02,"Clear","False","True","True","False","False","False","True","Bona_Visibilitat","Poc impacte",0,0,20,-2.5,28.4,"2017-08-09",791,"Mañana","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","08:24:16",40.822365,-73.887215,"Accident on I-278 Bruckner Expy Westbound at Hunts Point Avenue.","Sheridan Expy N","Bronx","Bronx","NY",68,29.95,"NNW",11.5,0.01,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,20.611,-8.333,29.55,"2018-08-23",792,"Mañana","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source2","17:46:58",40.773563,-74.034622,"Right lane blocked due to accident on NJ-495 at County Hwy-501 John F Kennedy Blvd.","NJ-495 E","Union City","Hudson","NJ",54,30.26,"North",9.2,0,"Overcast","False","True","False","False","False","True","True","Bona_Visibilitat","Poc impacte",1,0,18.278,1.389,74.35,"2017-09-09",794,"Tarde","FALSE","TRUE","FALSE","TRUE","TRUE","TRUE"
"Source2","08:34:51",40.725945,-73.514481,"Accident on NY-24 Hempstead Tpke Westbound between Wantagh Ave and Gardiners Ave.","Jerusalem Ave","Levittown","Nassau","NY",96,29.9,"SW",5.8,0.08,"Heavy Rain","False","False","False","False","False","False","True","Molt_Poca_Visibilitat","Poc impacte",1,2.285,12.778,-1.222,29.7166666666667,"2017-11-22",795,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","08:52:40",42.420341,-73.548599,"Accident on I-90 Eastbound from Exit B1 Berkshire Spur to Exit B2 Taconic State Pkwy.","I-90 E","Old Chatham","Columbia","NY",90,30.36,"Calm",0,0,"Scattered Clouds","False","False","False","False","False","False","False","Poca_Visibilitat","Impacte considerable",1,21.984,8.278,-8.167,44.5,"2018-09-30",796,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","15:56:18",42.616253,-70.952255,"Accident on US-1 Boston St at Garden St.","Boston St","Topsfield","Essex","MA",97,30.03,"NNE",8.1,0.1,"Overcast","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Poc impacte",1,0,17.222,-7.611,59.7166666666667,"2017-09-19",797,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","11:35:45",39.790169,-75.04916,"At CR-534/CR-706/Church St/Exit 8 - Fuel spillage accident. Right lane blocked.","N South Fwy N","Blackwood","Camden","NJ",43,29.65,"West",21.9,0,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,1.799,12.778,0.056,360,"2017-10-30",798,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","14:37:14",40.700977,-73.49057,"Right lane closed due to accident on Southern State Pkwy Westbound between Exits 29N 29S NY-107 Hicksville Rd and Exits 28AN 28AS 29 NY-135 Seaford Oyster Bay Expy.","Seaford Oyster Bay Expy S","Seaford","Nassau","NY",86,30.24,"East",12.7,0,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,1.143,12.222,-8.333,44.3166666666667,"2018-11-05",799,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","18:27:01",42.753681,-73.770003,"Closed at RT-7/RT-2/Exit 6 - Road closed due to accident."," Troy Schenectady Rd","Latham","Albany","NY",31,30.5,"West",11.5,0,"Partly Cloudy","False","True","False","False","False","False","True","Bona_Visibilitat","Impacte molt fort/alt",1,0.447,1.111,-3.611,360,"2017-03-23",800,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","11:39:46",42.86219,-73.775574,"Accident on I-87 Northbound at Exit 9 NY-146 Clifton Park Blvd.","Adirondack Northway S","Clifton Park","Saratoga","NY",86,30.45,"East",4.6,0.02,"Light Snow","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Impacte considerable",1,0,-5,-8.333,29.6333333333333,"2018-12-13",801,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","12:14:03",40.828316,-73.931114,"Acceleration lane blocked due to accident on I-87 Major Deegan Expy Southbound after Exits 5 6 Exterior St.","Macombs Dam Brg","Bronx","Bronx","NY",42,30.41,"SW",10.4,9.99,"Mostly Cloudy","False","True","False","False","False","False","True","Bona_Visibilitat","Impacte considerable",1,0,8.889,2.5,44.5166666666667,"2018-01-27",802,"Tarde","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
"Source1","02:48:14",40.52557,-74.33745,"Ramp to I-287 NB and RT-440 NB and CR-514 - Accident.","New Jersey Tpke N","Edison","Middlesex","NJ",55,30.11,"Calm",0,0,"Clear","False","False","True","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0.47,22.889,4.5,360,"2017-07-05",803,"Mañana","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"Source2","20:46:51",41.973537,-73.908241,"Right hand shoulder blocked due to accident on NY-9G Northbound at NY-199.","NY-199","Rhinebeck","Dutchess","NY",61,29.96,"WSW",3.5,0.03,"Clear","False","False","False","False","False","False","True","Bona_Visibilitat","Poc impacte",0,0.016,11.722,4.833,44.7333333333333,"2017-05-11",804,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","22:39:09",42.262867,-79.742226,"Accident on I-90 Eastbound at Exit 61 Shortman Rd.","I-90 E","Ripley","Chautauqua","NY",92,29.56,"Calm",0,0,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",0,0,10.611,0.722,59.4,"2018-11-01",805,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","08:00:10",40.698277,-73.518547,"Left and center lane blocked due to accident on Wantagh Pkwy Southbound at Exits W4E W4W Southern State Pkwy.","Wantagh Pkwy N","Wantagh","Nassau","NY",81,30.05,"NNE",6.9,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0,16.111,-2.722,29.6833333333333,"2017-09-12",806,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","12:11:56",40.663017,-73.551895,"Right lane blocked due to accident on NY-27 Sunrise Hwy Westbound at Merrick Ave.","Sunrise Hwy","Merrick","Nassau","NY",41,29.99,"North",5.8,0,"Clear","True","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0.016,15,-3.444,29.7333333333333,"2017-05-11",807,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","09:18:11",43.055553,-74.048409,"Lane blocked due to accident on NY-29 at NY-147 Sacandaga Rd.","Route 29","Galway","Saratoga","NY",94,30.08,"NNE",3.5,0.03,"Overcast","False","False","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,20,5.833,29.65,"2017-09-15",808,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","08:13:34",40.728699,-74.104118,"Center lane blocked due to accident on US-1 Trk Lincoln Hwy Northbound at Hackensack Ave.","Lincoln Hwy","Kearny","Hudson","NJ",71,30.64,"Calm",0,0.02,"Overcast","False","False","False","False","True","False","True","Bona_Visibilitat","Poc impacte",1,0.016,-6.722,1.778,29.0166666666667,"2017-01-10",809,"Mañana","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"Source2","16:17:37",43.003693,-78.412064,"Accident on I-90 Westbound between Exit 48 NY-98 Oak St and Exit 48A.","I-90 E","Corfu","Genesee","NY",44,30.12,"SW",20.7,0.01,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,29.918,27.778,-8.778,44.7666666666667,"2018-07-09",810,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","08:54:11",40.645496,-74.716545,"Lane blocked on exit ramp due to accident on I-78 Eastbound at County Hwy-665 Rattlesnake Bridge Rd.","Rattlesnake Bridge Rd","Bedminster","Somerset","NJ",84,30.08,"Variable",3.5,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,20.611,-4.333,29.6833333333333,"2017-10-10",811,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","FALSE"
"Source2","16:14:31",42.560993,-71.32151,"Accident on MA-4 Nashua Rd at Rangeway Rd.","Rangeway Rd","North Billerica","Middlesex","MA",75,29.85,"SE",4.6,0,"Light Snow","False","False","False","False","False","True","False","Molt_Poca_Visibilitat","Poc impacte",1,0.016,-3.278,-6.389,65.4833333333333,"2017-01-31",812,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","14:19:34",39.890736,-75.103935,"Accident on US-130 Crescent Blvd at Klemm Ave.","Klemm Ave","Gloucester City","Camden","NJ",70,30.3,"WSW",8.1,0,"Scattered Clouds","False","True","False","True","False","False","True","Bona_Visibilitat","Poc impacte",1,0,18.889,-7.722,59.7666666666667,"2018-02-20",813,"Tarde","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","17:51:20",41.032425,-73.752663,"Accident on I-287 Cross Westchester Expy Westbound between Exit 6 NY-22 Broadway and Exits 7 8E 8W NY-119 Westchester Ave.","Westchester Ave","West Harrison","Westchester","NY",49,29.98,"WNW",4.6,0.01,"Scattered Clouds","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,3.492,20,-4.333,60.3833333333333,"2017-06-07",814,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","16:48:02",42.157307,-71.068825,"Left lane blocked due to accident on MA-24 Southbound at Exits 20A 20B MA-139 Lindelof Ave.","MA-24 N","Stoughton","Norfolk","MA",73,29.66,"West",3.5,0.02,"Partly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0,3.278,1.944,29.5666666666667,"2018-11-16",815,"Tarde","FALSE","TRUE","FALSE","FALSE","TRUE","FALSE"
"Source1","08:15:27",40.87153,-74.00027,"At Degraw Ave/Exit 70 - Accident.","I-95 S","Teaneck","Bergen","NJ",96,29.61,"Variable",3.5,0,"Light Rain","False","False","False","False","False","False","False","Molt_Poca_Visibilitat","Poc impacte",1,0.476,10,-5.611,360,"2017-04-04",816,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","23:30:27",41.509865,-74.074226,"Accident on I-87 Northbound between Exit 16 and Exit 17.","New York Trwy N","Newburgh","Orange","NY",100,29.59,"Calm",0,0.04,"Light Rain","False","False","False","False","False","False","False","Poca_Visibilitat","Impacte considerable",0,38.592,18,-6.889,59.55,"2018-10-11",817,"Noche","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","05:45:08",41.825043,-73.772102,"Right hand shoulder blocked due to accident on Taconic State Pkwy Southbound before NY-115 Salt Point Tpke.","Salt Point Tpke","Clinton Corners","Dutchess","NY",93,30.32,"Calm",0,0,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0,16.722,1.722,29.8166666666667,"2018-10-09",818,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","08:14:44",40.72933,-73.87906,"At 80th St/Exit 19 - Accident.","Long Island Expy E","Elmhurst","Queens","NY",84,29.94,"South",4.6,0.04,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.607,17.778,1.111,360,"2017-06-01",819,"Mañana","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source2","07:52:09",43.31551,-73.611832,"Lane blocked due to accident on NY-254 Quaker Rd both ways at County Hwy-42 Dix Ave.","Quaker Rd","Queensbury","Warren","NY",94,29.99,"SW",8.1,0.05,"Clear","False","False","False","False","False","False","True","Poca_Visibilitat","Poc impacte",1,0,23.889,2.278,44.7166666666667,"2018-08-28",820,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","20:37:11",40.868844,-74.003521,"Between Degraw Ave/Exit 70 and I-80/Exit 69 - Accident.","I-95 S","Teaneck","Bergen","NJ",57,29.83,"North",5.8,0.03,"Clear","False","False","True","False","False","False","False","Bona_Visibilitat","Poc impacte",0,0.562,29.389,-2.444,360,"2017-06-13",821,"Noche","FALSE","TRUE","FALSE","FALSE","FALSE","TRUE"
"Source1","06:26:47",41.14854,-73.81582,"At Pleasantville Rd - Accident. Left lane blocked.","Taconic State Pkwy N","Briarcliff Manor","Westchester","NY",65,29.75,"West",9.2,0.01,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.85,18.889,-4.722,360,"2018-06-14",822,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","16:24:23",43.13994,-77.66854,"At RT-33A/Chili Ave/Exit 19 - Accident.","I-390 N","Rochester","Monroe","NY",35,30.09,"NE",11.5,0,"Scattered Clouds","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0.364,22.778,-6.278,360,"2017-06-14",823,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","17:33:43",43.137627,-77.536072,"Accident on I-490 Eastbound at Exit 22 County Hwy-269 Penfield Rd.","Penfield Rd","Rochester","Monroe","NY",51,30.1,"SE",9.2,0,"Mostly Cloudy","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,0,21.722,3.444,44.3,"2017-08-29",824,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","08:00:54",43.002483,-75.980598,"Accident on NY-92 Fayette St both ways at Pleasant St.","Pleasant St","Manlius","Onondaga","NY",88,29.73,"NW",8.1,0,"Light Snow","False","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,-11.722,-18.222,29.8166666666667,"2017-12-14",826,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source1","17:31:35",41.674495,-73.959948,"Closed at Chapel Hill Rd - Road closed due to accident."," US Highway 9W","Highland","Ulster","NY",55,30.11,"WNW",11.5,0,"Overcast","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte molt fort/alt",0,2.382,5.611,2.056,29.85,"2018-12-29",827,"Tarde","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","11:37:03",40.748486,-73.992462,"Accident a pedestrian involved on 7th Ave at 30th St.","7th Ave","New York","New York","NY",47,30.28,"ENE",3.5,0.01,"Clear","True","True","False","False","False","False","True","Bona_Visibilitat","Poc impacte",1,0,21.111,-2.5,29.75,"2017-09-11",828,"Mañana","TRUE","TRUE","FALSE","TRUE","TRUE","TRUE"
"Source2","09:31:35",41.05666,-73.835388,"Accident on I-87 Southbound between Exit 9 US-9 Broadway and Exits 8 8A I-287 Cross Westchester Expy.","New York Trwy N","Irvington","Westchester","NY",57,30.28,"NW",6.9,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Impacte considerable",1,3.927,-6.722,-11.611,29.7166666666667,"2018-01-31",829,"Mañana","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE"
"Source2","06:56:10",42.675964,-71.419739,"Accident on Pawtucket Blvd at MA-3A Frost Rd.","Frost Rd","Tyngsboro","Middlesex","MA",92,29.93,"NW",4.6,0,"Clear","False","False","False","False","False","False","False","Bona_Visibilitat","Poc impacte",1,0.016,-12.222,-16.778,30.0333333333333,"2017-02-14",830,"Mañana","FALSE","TRUE","FALSE","TRUE","FALSE","TRUE"
